SOURCE_KEY,AC_ACTUAL,AC_PREDICTED,PERF_RATIO,ABS_ERROR,TOTAL_ACTUAL,STATUS
Quc1TzYxW2pYoWX,390.2845465817052,532.5503208552778,0.7663609901847143,144.19343481876578,728661.2484680435,!! MAINTENANCE
Et9kgGMDl729KT4,437.57942165616566,532.5503208552778,0.8591574101531306,104.74795204806352,816960.7802320613,OK
rrq4fwE8jgrTyWY,465.5931254815374,532.5503208552778,0.9053424252222977,86.18846874008747,869262.3652740304,OK
LYwnQax7tkwH5Cb,462.16415144727756,532.5503208552778,0.9081026162534925,88.7486795422731,862860.4707520672,OK
NgDl19wMapZy17u,487.81558556626794,532.5503208552778,0.941317747067582,85.99494995429986,910751.6982522223,OK
81aHJ1q11NBPMrL,496.74535219296126,532.5503208552778,0.9431446451412053,71.61471929338353,927423.5725442587,OK
q49J1IKaHRwDQnt,489.87120706631276,532.5503208552778,0.946834828961412,70.28676994841521,914589.543592806,OK
mqwcsP2rE7J0TFp,489.22682830381336,532.5503208552778,0.9512494660577633,86.29705131822085,913386.4884432196,OK
xMbIugepa2P7lBB,494.65428182479104,532.5503208552778,0.9527731100783957,78.69130508076779,923519.5441668849,OK
WcxssY2VbP4hApt,505.33109326586543,532.5503208552778,0.9546424908479533,80.23381078444217,943453.1511273708,OK
PeE6FRyGXUgsRhN,507.58781197337953,532.5503208552778,0.9616535187807582,59.415574372201995,947666.4449542996,OK
xoJJ8DcxJEcupym,503.2174688692331,532.5503208552778,0.9656911355891382,68.38862404007746,939507.0143788581,OK
IQ2d7wF4YD8zU1Q,503.1077073101363,532.5503208552778,0.9664073544793064,80.89000135608819,939302.0895480245,OK
LlT2YUhhzqhg5Sw,510.25810811718503,532.5503208552778,0.9697887655793535,57.227611695000626,952651.8878547845,OK
9kRcWv60rDACzjR,513.6432060430401,532.5503208552778,0.9786034213173723,57.863676861047175,958971.8656823558,OK
oZZkBaNadn6DNKz,521.7087936789318,532.5503208552778,0.99318686396419,65.31185815396799,974030.3177985657,OK
V94E5Ben1TlhnDV,529.9260174747307,532.5503208552778,0.997103734524993,58.20798537646034,989371.8746253222,OK
vOuJvMaM2sgwLmb,524.8024066038016,532.5503208552778,1.0022727620344631,57.433707095522244,979806.0931292977,OK
Qf4GUc1pJu5T6c6,537.3676335214313,532.5503208552778,1.0050297219805104,64.62380216051945,1003265.3717845124,OK
4UPUqMRk7TRMgml,536.9101234865412,532.5503208552778,1.0125403774785458,66.91096939538389,1002411.2005493725,OK
oZ35aAeoifZaQzV,538.725890787596,532.5503208552778,1.016013013549627,64.9180487583051,1005801.2381004418,OK
Mx2yZCDsyf6DPfv,539.847899875409,532.5503208552778,1.0179790928862664,61.48090589894164,1007896.0290673886,OK
