DATE,ACTUAL,PREDICTED,MAPE
2020-06-14,5748.993771645021,74612.27120875876,1197.83
2020-06-15,4670.4421536796535,61013.58889255168,1206.38
2020-06-16,5463.750779220779,56342.11512753641,931.2
2020-06-17,4320.582278138528,43427.411833432074,905.13
